form_id,date_start,date_end,location_id,location_name,country_name,emergency_post_emergency,number_of_persons_per_usable_handpump_well_spring,number_of_persons_per_usable_water_tap,average_number_liters_of_potable_water_available_per_person_per_day,percent_water_quality_tests_at_non_chlorinated_water_collection_locations_with_0_cfu_100ml,percent_of_water_quality_tests_at_chlorinated_collection_locations_with_frc_in_the_range_0_2_2mg_l_and_turbidity_5ntu5,percent_households_with_household_toilet_latrine_monthly,number_of_persons_per_toilet_latrine,number_of_persons_per_bath_shelter_shower,number_of_persons_per_hygiene_promoter,refugee_population,reporting_period_monthly_indicator,average_number_l_p_d_of_potable_water_collected_at_household_level,percent_households_with_at_least_10_liters_person_potable_water_storage_capacity,percent_households_collecting_drinking_water_from_protected_treated_sources,percent_of_women_of_reproductive_age_who_are_satisfied_with_menstrual_hygiene_management_materials_and_facilities,percent_households_with_household_toilet_latrine,percent_households_reporting_defecating_in_a_toilet,percent_households_with_access_to_soap,percent_households_with_access_to_solid_waste_disposal_facility,reporting_period_annual_indicator
12183217,2019-12-02,2019-12-29,4281,Vom,Chad,Post-emergency,579,NA,20,NA,NA,39,7,7,231,1158,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
12514707,2019-12-02,2019-12-29,4285,Maicao,Colombia,Emergency,NA,NA,16,NA,NA,NA,12,26,NA,600,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
13372390,2019-12-02,2019-12-29,4250,Biringi (Aru),Democratic Republic of the Congo,Post-emergency,905,NA,21,100,100,60,7,9,878,7027,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
13373497,2019-12-02,2019-12-29,4249,Kaka (Dungu),Democratic Republic of the Congo,Post-emergency,956,NA,17,NA,NA,22,18,18,637,1911,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
13777337,2019-12-02,2019-12-29,495,Lusenda,Democratic Republic of the Congo,Post-emergency,NA,101,20,100,0,27,16,34,1047,30366,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
13372394,2019-12-02,2019-12-29,4247,Meri (Aba),Democratic Republic of the Congo,Post-emergency,0,0,20,100,100,22,15,13,1909,24826,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
13776435,2019-12-02,2019-12-29,4246,Mulongwe (Baraka),Democratic Republic of the Congo,Post-emergency,2868,119,16,100,100,45,8,10,358,8603,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
13372389,2019-12-02,2019-12-29,4248,Nambili (Doruma),Democratic Republic of the Congo,Post-emergency,532,NA,20,100,100,23,18,23,1951,5853,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
15029154,2019-12-02,2019-12-29,602,Ali Adde,Djibouti,Post-emergency,4037,75,17,NA,100,35,10,57,NA,16147,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
11248724,2019-12-02,2019-12-29,538,Adi Harush,Ethiopia,Post-emergency,NA,80,14,100,100,59,10,28,888,16881,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
7642275,2019-12-02,2019-12-29,531,Awbarre,Ethiopia,Post-emergency,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
11681924,2019-12-02,2019-12-29,539,Aysaita,Ethiopia,Post-emergency,NA,155,18,100,100,47,25,52,4180,20903,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
31150904,2019-12-02,2019-12-29,543,Bambasi,Ethiopia,Post-emergency,NA,58,13,NA,100,78,6,6,1167,17516,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
11254195,2019-12-02,2019-12-29,407,Berhale,Ethiopia,Post-emergency,NA,113,10,100,100,29,22,43,1512,19662,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10755070,2019-12-02,2019-12-29,533,Bokolmanyo,Ethiopia,Post-emergency,NA,89,19,0,100,18,31,35,412,24747,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10763462,2019-12-02,2019-12-29,541,Buramino,Ethiopia,Post-emergency,NA,100,17,NA,100,19,30,49,1096,28512,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10758807,2019-12-02,2019-12-29,429,Dollo Ado Transit Centre,Ethiopia,Emergency,NA,NA,26,NA,NA,NA,19,38,NA,381,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10292882,2019-12-02,2019-12-29,527,Fugnido,Ethiopia,Post-emergency,NA,70,19,NA,100,43,11,37,765,41325,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10293385,2019-12-02,2019-12-29,497,Fugnido 2,Ethiopia,Post-emergency,NA,49,20,NA,100,40,11,17,446,8930,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10762705,2019-12-02,2019-12-29,537,Hilaweyn,Ethiopia,Post-emergency,NA,96,23,NA,100,14,38,43,1039,32225,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10292463,2019-12-02,2019-12-29,494,Jewi,Ethiopia,Post-emergency,NA,123,16,NA,100,32,16,27,934,56046,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10759178,2019-12-02,2019-12-29,536,Kobe,Ethiopia,Post-emergency,NA,100,31,NA,100,22,19,30,475,28557,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10291960,2019-12-02,2019-12-29,450,Kule,Ethiopia,Post-emergency,NA,136,18,NA,100,30,16,87,555,43911,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
11253685,2019-12-02,2019-12-29,534,Mai Aini,Ethiopia,Post-emergency,NA,99,16,100,100,63,8,21,950,14257,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10759523,2019-12-02,2019-12-29,535,Melkadida,Ethiopia,Post-emergency,NA,103,29,NA,100,19,20,36,518,31121,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10292462,2019-12-02,2019-12-29,4015,Nguenyyiel,Ethiopia,Post-emergency,NA,138,9,NA,100,31,15,16,581,82534,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10293886,2019-12-02,2019-12-29,544,Okugo,Ethiopia,Post-emergency,NA,89,20,NA,100,19,17,NA,496,10923,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
31151947,2019-12-02,2019-12-29,525,Sherkole,Ethiopia,Post-emergency,NA,71,19,NA,100,54,7,7,550,11017,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
11254194,2019-12-02,2019-12-29,529,Shimelba,Ethiopia,Post-emergency,NA,110,19,100,100,61,7,21,658,7902,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10291959,2019-12-02,2019-12-29,546,Tierkidi,Ethiopia,Post-emergency,NA,201,9,NA,100,17,26,263,1138,62596,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
31153758,2019-12-02,2019-12-29,540,Tongo,Ethiopia,Post-emergency,NA,64,19,NA,100,59,8,11,610,12219,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
31133623,2019-12-02,2019-12-29,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,NA,90,22,NA,100,61,7,7,653,13076,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
17678966,2019-12-02,2019-12-29,670,Fetentaa,Ghana,Post-emergency,NA,55,0,50,33,2,10,24,84,848,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
7648244,2019-12-02,2019-12-29,740,Delhi,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10279103,2019-12-02,2019-12-29,445,Arbat,Iraq,Post-emergency,NA,4,104,100,100,88,4,4,1836,9180,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
14435546,2019-12-02,2019-12-29,446,Basirma,Iraq,Post-emergency,NA,5,89,100,100,100,5,4,813,2440,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
13994384,2019-12-02,2019-12-29,442,Kawergosk,Iraq,Post-emergency,NA,4,75,100,100,100,4,4,958,7670,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
14435547,2019-12-02,2019-12-29,444,Qushtapa,Iraq,Post-emergency,NA,5,79,100,100,100,4,4,913,8217,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
13723520,2019-12-02,2019-12-29,518,Dagahaley,Kenya,Post-emergency,NA,92,24,NA,100,77,7,NA,1938,77553,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
13725298,2019-12-02,2019-12-29,519,Hagadera,Kenya,Post-emergency,NA,98,24,NA,99,87,5,NA,2032,81306,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
13725812,2019-12-02,2019-12-29,520,Ifo,Kenya,Post-emergency,NA,64,28,NA,95,74,7,NA,1846,73847,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
14769561,2019-12-02,2019-12-29,313,Dzaleka,Malawi,Post-emergency,1051,74,6,NA,NA,37,8,14,155,44385,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
11217390,2019-12-02,2019-12-29,696,Abala,Niger,Post-emergency,NA,231,16,NA,NA,NA,24,70,15447,15447,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
9091299,2019-12-02,2019-12-29,4369,Dandaji Makao,Niger,Emergency,NA,NA,69,NA,NA,NA,10,15,NA,434,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
9089648,2019-12-02,2019-12-29,4371,Garin Kaka,Niger,Emergency,NA,NA,81,NA,NA,NA,20,18,NA,492,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
15036920,2019-12-02,2019-12-29,697,Tabareybarey,Niger,Post-emergency,NA,202,15,NA,NA,NA,120,142,10721,10721,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10588940,2019-12-02,2019-12-29,627,Kiziba,Rwanda,Post-emergency,NA,50,21,NA,100,NA,34,94,228,16928,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10408153,2019-12-02,2019-12-29,631,Mahama,Rwanda,Post-emergency,NA,78,19,NA,NA,NA,17,17,515,61891,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
6769137,2019-12-02,2019-12-29,630,Mugombwa,Rwanda,Post-emergency,NA,88,21,NA,100,NA,23,58,833,10000,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
12009083,2019-12-02,2019-12-29,628,Nyabiheke,Rwanda,Post-emergency,NA,99,0,NA,50,NA,20,140,103,14302,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
11718010,2019-12-02,2019-12-29,686,Ajoung Thok,South Sudan,Post-emergency,500,77,24,NA,4,70,6,NA,313,39238,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10325131,2019-12-02,2019-12-29,680,Doro,South Sudan,Post-emergency,233,94,19,100,99,17,27,NA,278,61032,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10325200,2019-12-02,2019-12-29,681,Gendrassa,South Sudan,Post-emergency,230,108,19,100,100,21,21,NA,278,17845,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10325499,2019-12-02,2019-12-29,682,Kaya,South Sudan,Post-emergency,NA,69,22,100,91,41,11,NA,190,24031,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
11729296,2019-12-02,2019-12-29,3886,Pamir,South Sudan,Post-emergency,500,74,21,NA,9,43,9,NA,477,32480,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10325799,2019-12-02,2019-12-29,678,Yusuf Batil,South Sudan,Post-emergency,345,91,18,100,89,27,19,NA,215,47228,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
14002515,2019-12-02,2019-12-29,4287,Al Jameya,Sudan,Post-emergency,NA,98,29,NA,NA,100,4,NA,459,6891,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
14001586,2019-12-02,2019-12-29,3884,Al Kashafa,Sudan,Post-emergency,NA,3002,10,NA,NA,20,17,NA,448,13009,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
14020277,2019-12-02,2019-12-29,3923,Alagaya,Sudan,Post-emergency,NA,76,10,NA,NA,NA,65,NA,494,16798,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
13995039,2019-12-02,2019-12-29,3924,Dabat Bosin,Sudan,Post-emergency,NA,220,20,NA,NA,NA,41,NA,531,3190,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
5258132,2019-12-02,2019-12-29,330,Gedarif,Sudan,Emergency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
14003284,2019-12-02,2019-12-29,3920,Jouri,Sudan,Post-emergency,NA,151,11,NA,NA,20,19,NA,454,10919,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
14019850,2019-12-02,2019-12-29,4286,Khor Alwarel,Sudan,Post-emergency,NA,171,9,NA,NA,NA,67,NA,698,45431,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
14002917,2019-12-02,2019-12-29,3925,Um Sangour,Sudan,Post-emergency,NA,323,13,NA,NA,14,18,NA,780,23425,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
37333143,2019-12-02,2019-12-29,508,Mtendeli,Tanzania,Post-emergency,NA,137,25,100,50,41,5,28,840,31104,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
13193634,2019-12-02,2019-12-29,509,Nduta,Tanzania,Post-emergency,NA,63,24,NA,100,44,9,5,625,73181,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10854262,2019-12-02,2019-12-29,4296,Nyarugusu Burundian,Tanzania,Post-emergency,NA,127,20,NA,100,61,7,NA,935,75761,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
10854280,2019-12-02,2019-12-29,4297,Nyarugusu Congolese,Tanzania,Post-emergency,NA,105,28,NA,100,86,6,NA,637,56130,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
12203770,2019-12-02,2019-12-29,558,Nakivale,Uganda,Post-emergency,819,564,1,NA,NA,82,6,10,444,116899,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
12203771,2019-12-02,2019-12-29,555,Oruchinga,Uganda,Post-emergency,446,617,21,88,50,77,10,13,2675,8027,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
8490995,2019-12-02,2019-12-29,4067,Mantapala,Zambia,Post-emergency,239,52,24,NA,0,69,5,5,290,13948,18231,NA,NA,NA,NA,NA,NA,NA,NA,NA
7239099,2019-11-04,2019-12-01,463,Auserd,Algeria,Post-emergency,NA,61,15,100,100,94,5,4,642,18638,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7239096,2019-11-04,2019-12-01,464,Boujdour,Algeria,Post-emergency,NA,NA,22,100,100,94,5,4,331,9601,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7239102,2019-11-04,2019-12-01,465,Dakhla,Algeria,Post-emergency,NA,49,42,100,100,98,5,4,374,10870,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7239207,2019-11-04,2019-12-01,466,Layounne,Algeria,Post-emergency,NA,NA,12,100,0,88,5,5,1275,25503,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7239210,2019-11-04,2019-12-01,467,Smara,Algeria,Post-emergency,NA,98,20,100,75,87,5,5,1493,25389,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
11703942,2019-11-04,2019-12-01,691,Goudebo,Burkina Faso,Post-emergency,1256,105,14,0,97,17,26,41,2198,8795,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
11784684,2019-11-04,2019-12-01,690,Mentao,Burkina Faso,Post-emergency,0,0,NA,NA,NA,NA,0,0,0,NA,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
15488394,2019-11-04,2019-12-01,622,Borgop,Cameroon,Post-emergency,492,NA,15,100,0,NA,16,15,307,12306,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
15484526,2019-11-04,2019-12-01,451,Gado,Cameroon,Post-emergency,579,105,15,95,84,1,37,43,491,26062,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
15491193,2019-11-04,2019-12-01,453,Lolo,Cameroon,Post-emergency,453,156,15,NA,NA,1,17,18,423,13122,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
15552636,2019-11-04,2019-12-01,623,Mbile,Cameroon,Post-emergency,660,NA,11,NA,NA,1,14,17,471,13200,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7923946,2019-11-04,2019-12-01,625,Minawao,Cameroon,Post-emergency,500,1110,12,NA,98,15,26,27,731,59977,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
15491179,2019-11-04,2019-12-01,624,Ngam,Cameroon,Post-emergency,461,NA,16,100,0,NA,13,20,197,6920,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
15760530,2019-11-04,2019-12-01,3883,Ngarisingo,Cameroon,Post-emergency,411,NA,17,NA,0,NA,11,10,410,1232,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
15552652,2019-11-04,2019-12-01,461,Timangolo,Cameroon,Post-emergency,474,145,10,NA,NA,34,9,9,367,7346,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8979482,2019-11-04,2019-12-01,572,Amboko,Chad,Post-emergency,427,NA,27,83,NA,75,5,5,1966,9830,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8979771,2019-11-04,2019-12-01,573,Amnabak,Chad,Post-emergency,NA,322,12,100,100,31,13,12,4767,23837,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8980968,2019-11-04,2019-12-01,4284,Beakoro,Chad,Post-emergency,234,NA,51,NA,NA,20,21,21,117,234,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8981648,2019-11-04,2019-12-01,4282,Bekan,Chad,Post-emergency,1031,NA,11,NA,NA,10,38,42,618,3093,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8982053,2019-11-04,2019-12-01,4277,Bekourou,Chad,Post-emergency,618,NA,19,NA,NA,21,17,17,247,1236,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8983009,2019-11-04,2019-12-01,600,Belom,Chad,Post-emergency,504,NA,31,95,NA,60,6,6,4330,21651,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8983011,2019-11-04,2019-12-01,574,Bredjing,Chad,Post-emergency,NA,264,14,100,100,41,11,10,4755,47559,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8983022,2019-11-04,2019-12-01,484,Dar Es Salam,Chad,Post-emergency,357,NA,34,97,NA,19,17,17,2144,10721,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8983023,2019-11-04,2019-12-01,4275,Dembo,Chad,Post-emergency,732,NA,16,NA,NA,12,31,31,585,2929,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8983025,2019-11-04,2019-12-01,4280,Diba,Chad,Post-emergency,670,NA,17,NA,NA,28,9,9,536,2680,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8983031,2019-11-04,2019-12-01,4279,Dilingala,Chad,Post-emergency,767,NA,15,NA,NA,9,35,39,460,2300,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8983059,2019-11-04,2019-12-01,575,Djabal,Chad,Post-emergency,NA,114,19,100,100,48,10,9,4784,23923,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8983061,2019-11-04,2019-12-01,483,Doholo,Chad,Post-emergency,505,NA,33,83,NA,69,5,5,1211,6058,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8988071,2019-11-04,2019-12-01,576,Dosseye,Chad,Post-emergency,347,NA,35,93,NA,82,5,5,2779,13895,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8988979,2019-11-04,2019-12-01,577,Farchana,Chad,Post-emergency,NA,0,NA,NA,NA,NA,0,0,0,NA,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8989028,2019-11-04,2019-12-01,578,Gaga,Chad,Post-emergency,NA,605,14,100,100,59,7,7,4232,25392,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8989030,2019-11-04,2019-12-01,4278,Gon,Chad,Post-emergency,1245,NA,9,NA,NA,5,59,69,498,2490,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8989031,2019-11-04,2019-12-01,579,Gondje,Chad,Post-emergency,320,NA,38,96,NA,71,6,6,1598,7992,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8989032,2019-11-04,2019-12-01,580,Goz Amer,Chad,Post-emergency,695,NA,17,NA,NA,51,9,8,6139,36839,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8989033,2019-11-04,2019-12-01,581,Iridimi,Chad,Post-emergency,NA,151,14,100,100,35,12,11,4166,20834,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8989034,2019-11-04,2019-12-01,482,Kerfi,Chad,Post-emergency,273,NA,39,NA,NA,66,5,5,455,1365,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8989133,2019-11-04,2019-12-01,582,Kounoungou,Chad,Post-emergency,NA,227,15,100,100,35,12,12,3996,19983,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8989182,2019-11-04,2019-12-01,583,Mile,Chad,Post-emergency,NA,160,14,100,100,29,14,13,4211,21056,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8990769,2019-11-04,2019-12-01,599,Moyo,Chad,Post-emergency,342,NA,41,100,NA,69,6,5,1712,8560,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8990909,2019-11-04,2019-12-01,584,Oure Cassoni,Chad,Post-emergency,NA,207,18,100,100,45,8,8,6222,31110,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8990890,2019-11-04,2019-12-01,4276,Silambi,Chad,Post-emergency,324,NA,37,NA,NA,38,9,9,NA,647,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8991349,2019-11-04,2019-12-01,585,Touloum,Chad,Post-emergency,NA,166,15,100,100,32,14,13,5166,25831,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8991350,2019-11-04,2019-12-01,586,Treguine,Chad,Post-emergency,941,NA,13,NA,NA,61,7,7,4235,25411,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8991351,2019-11-04,2019-12-01,4281,Vom,Chad,Post-emergency,579,NA,20,NA,NA,39,7,7,231,1158,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
12513651,2019-11-04,2019-12-01,4285,Maicao,Colombia,Emergency,NA,NA,17,NA,NA,NA,10,50,NA,350,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7800001,2019-11-04,2019-12-01,486,Bili,Democratic Republic of the Congo,Post-emergency,500,580,13,NA,NA,62,10,16,2385,9542,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7799982,2019-11-04,2019-12-01,4250,Biringi (Aru),Democratic Republic of the Congo,Post-emergency,1943,NA,18,NA,NA,21,11,13,845,6760,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8493947,2019-11-04,2019-12-01,420,Boyabu,Democratic Republic of the Congo,Post-emergency,550,NA,21,100,NA,14,22,34,3990,15960,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7800003,2019-11-04,2019-12-01,657,Inke,Democratic Republic of the Congo,Post-emergency,0,NA,NA,NA,NA,NA,0,0,0,NA,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7800000,2019-11-04,2019-12-01,4249,Kaka (Dungu),Democratic Republic of the Congo,Post-emergency,532,NA,37,100,100,22,10,10,354,1063,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8063876,2019-11-04,2019-12-01,495,Lusenda,Democratic Republic of the Congo,Post-emergency,NA,125,16,100,100,27,16,34,1039,30145,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7799979,2019-11-04,2019-12-01,4247,Meri (Aba),Democratic Republic of the Congo,Post-emergency,6320,144,20,100,100,22,15,13,1909,24826,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7800002,2019-11-04,2019-12-01,658,Mole,Democratic Republic of the Congo,Post-emergency,2136,467,22,100,100,14,22,34,3737,14951,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8055592,2019-11-04,2019-12-01,4246,Mulongwe (Baraka),Democratic Republic of the Congo,Post-emergency,2815,117,11,100,100,44,8,9,351,8444,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7799977,2019-11-04,2019-12-01,4248,Nambili (Doruma),Democratic Republic of the Congo,Post-emergency,532,NA,18,NA,NA,13,28,23,1951,5853,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
15027617,2019-11-04,2019-12-01,602,Ali Adde,Djibouti,Post-emergency,3985,74,16,NA,100,35,10,56,NA,15941,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7649646,2019-11-04,2019-12-01,538,Adi Harush,Ethiopia,Post-emergency,NA,113,14,100,100,58,11,29,977,17596,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7642607,2019-11-04,2019-12-01,531,Awbarre,Ethiopia,Post-emergency,NA,138,20,NA,7,NA,NA,NA,NA,12002,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7658986,2019-11-04,2019-12-01,539,Aysaita,Ethiopia,Post-emergency,NA,168,17,100,100,51,27,57,4534,22673,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
8566491,2019-11-04,2019-12-01,543,Bambasi,Ethiopia,Post-emergency,NA,66,12,NA,100,78,6,6,1167,17516,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7650867,2019-11-04,2019-12-01,407,Berhale,Ethiopia,Post-emergency,NA,113,10,100,100,37,22,43,1512,19662,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7461621,2019-11-04,2019-12-01,533,Bokolmanyo,Ethiopia,Post-emergency,NA,93,21,NA,100,18,31,35,412,24747,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7461645,2019-11-04,2019-12-01,541,Buramino,Ethiopia,Post-emergency,NA,100,17,NA,100,19,30,49,1096,28512,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7461620,2019-11-04,2019-12-01,429,Dollo Ado Transit Centre,Ethiopia,Emergency,NA,NA,29,NA,NA,NA,17,42,NA,342,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7157149,2019-11-04,2019-12-01,527,Fugnido,Ethiopia,Post-emergency,NA,70,19,NA,NA,43,11,37,761,41127,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7157150,2019-11-04,2019-12-01,497,Fugnido 2,Ethiopia,Post-emergency,NA,48,21,NA,NA,40,11,17,444,8898,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7461644,2019-11-04,2019-12-01,537,Hilaweyn,Ethiopia,Post-emergency,NA,96,23,NA,100,16,34,14,1039,32225,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7158371,2019-11-04,2019-12-01,494,Jewi,Ethiopia,Post-emergency,NA,122,14,NA,NA,53,10,27,924,55465,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7643874,2019-11-04,2019-12-01,530,Kebribeyah,Ethiopia,Post-emergency,NA,NA,4,NA,NA,NA,NA,NA,NA,14686,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7461643,2019-11-04,2019-12-01,536,Kobe,Ethiopia,Post-emergency,NA,100,31,NA,100,20,18,33,475,28557,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7158796,2019-11-04,2019-12-01,450,Kule,Ethiopia,Post-emergency,NA,134,18,NA,NA,39,12,27,549,43434,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
7650715,2019-11-04,2019-12-01,534,Mai Aini,Ethiopia,Post-emergency,NA,98,14,100,100,63,9,23,1053,15800,18201,NA,NA,NA,NA,NA,NA,NA,NA,NA
